sector,module,required,optional,display_order,customer_visible,merchant_editable,admin_configurable,dependency,notes
beauty,location,no,yes,7,yes,yes,no,,In sector default bundle at sectors.ts:266; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
beauty,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:266); nothing renders. DESCRIBED: zero readers; no public offers surface exists
beauty,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:266; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
beauty,media,no,yes,3,no,partial,no,,In sector default bundle at sectors.ts:266; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
fitness,catalog,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
fitness,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
fitness,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
fitness,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
fitness,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
fitness,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: in-store only; correctly has no public surface
fitness,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
fitness,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
fitness,classes,no,yes,3,yes,yes,no,,In sector default bundle at sectors.ts:279; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
fitness,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
fitness,memberships,yes,no,2,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:279. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
fitness,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
fitness,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
fitness,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
fitness,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
fitness,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
fitness,team,no,yes,4,sector-only,yes,no,,In sector default bundle at sectors.ts:279; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
fitness,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:279; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
fitness,verifications,no,no,0,no,yes,yes,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
fitness,location,no,yes,8,yes,yes,no,,In sector default bundle at sectors.ts:279; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
fitness,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:279); nothing renders. DESCRIBED: zero readers; no public offers surface exists
fitness,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:279; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
fitness,media,no,yes,5,no,partial,no,,In sector default bundle at sectors.ts:279; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
sportsCourts,catalog,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
sportsCourts,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
sportsCourts,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
sportsCourts,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
sportsCourts,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
sportsCourts,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: in-store only; correctly has no public surface
sportsCourts,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
sportsCourts,timeslot,yes,no,2,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:292. DESCRIBED: gates the store_resources fetch at page.tsx:216
sportsCourts,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
sportsCourts,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
sportsCourts,memberships,no,yes,4,yes,yes,no,,In sector default bundle at sectors.ts:292; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
sportsCourts,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
sportsCourts,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
sportsCourts,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
sportsCourts,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
sportsCourts,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
sportsCourts,team,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
sportsCourts,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:292; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
sportsCourts,verifications,no,no,0,no,yes,yes,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
sportsCourts,location,no,yes,5,yes,yes,no,,In sector default bundle at sectors.ts:292; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
sportsCourts,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:292); nothing renders. DESCRIBED: zero readers; no public offers surface exists
sportsCourts,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:292; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
sportsCourts,media,no,yes,3,no,partial,no,,In sector default bundle at sectors.ts:292; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
education,catalog,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
education,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
education,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
education,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
education,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
education,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: in-store only; correctly has no public surface
education,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
education,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
education,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
education,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
education,memberships,no,yes,5,yes,yes,no,,In sector default bundle at sectors.ts:305; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
education,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
education,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
education,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
education,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
education,courses,yes,no,2,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:305. DESCRIBED: gates the fetch at page.tsx:257
education,team,no,yes,3,sector-only,yes,no,,In sector default bundle at sectors.ts:305; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
education,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:305; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
education,verifications,no,yes,4,yes,yes,yes,,In sector default bundle at sectors.ts:305; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
education,location,no,yes,8,yes,yes,no,,RECOMMENDED ADD: a school renders no map today because location is absent from the bundle. Not in the bundle at sectors.ts:305 today. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
education,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:305); nothing renders. DESCRIBED: zero readers; no public offers surface exists
education,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:305; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
education,media,no,yes,0,no,partial,no,,In sector default bundle at sectors.ts:305; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
events,catalog,no,yes,4,no,yes,no,,In sector default bundle at sectors.ts:318; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
events,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
events,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
events,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
events,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
events,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: in-store only; correctly has no public surface
events,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
events,timeslot,yes,no,3,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:318. DESCRIBED: gates the store_resources fetch at page.tsx:216
events,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
events,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
events,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
events,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
events,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
events,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
events,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
events,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
events,team,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
events,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:318; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
events,verifications,no,no,0,no,yes,yes,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
events,location,no,yes,6,yes,yes,no,,In sector default bundle at sectors.ts:318; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
events,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:318); nothing renders. DESCRIBED: zero readers; no public offers surface exists
events,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:318; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
events,media,no,yes,2,no,partial,no,,In sector default bundle at sectors.ts:318; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
hospitality,catalog,no,yes,4,no,yes,no,,In sector default bundle at sectors.ts:331; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
hospitality,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
hospitality,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
hospitality,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
hospitality,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
hospitality,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: in-store only; correctly has no public surface
hospitality,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
hospitality,timeslot,yes,no,3,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:331. DESCRIBED: gates the store_resources fetch at page.tsx:216
hospitality,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
hospitality,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
hospitality,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
hospitality,rentals,no,yes,3,no,no,no,timeslot,In sector default bundle at sectors.ts:331; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
hospitality,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
hospitality,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
hospitality,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
hospitality,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
hospitality,team,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
hospitality,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:331; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
hospitality,verifications,no,no,0,no,yes,yes,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
hospitality,location,no,yes,5,yes,yes,no,,In sector default bundle at sectors.ts:331; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
hospitality,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:331); nothing renders. DESCRIBED: zero readers; no public offers surface exists
hospitality,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:331; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
hospitality,media,no,yes,2,no,partial,no,,In sector default bundle at sectors.ts:331; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
pharmacy,catalog,yes,no,3,no,yes,no,,Primary engine for this sector. In bundle at sectors.ts:344. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
pharmacy,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
pharmacy,orders,yes,no,3,ungated,yes,no,,Primary engine for this sector. In bundle at sectors.ts:344. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
pharmacy,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
pharmacy,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
pharmacy,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: in-store only; correctly has no public surface
pharmacy,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
pharmacy,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
pharmacy,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
pharmacy,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
pharmacy,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
pharmacy,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
pharmacy,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
pharmacy,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
pharmacy,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
pharmacy,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
pharmacy,team,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
pharmacy,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:344; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
pharmacy,verifications,no,yes,4,yes,yes,yes,,In sector default bundle at sectors.ts:344; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
pharmacy,location,no,yes,6,yes,yes,no,,In sector default bundle at sectors.ts:344; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
pharmacy,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: zero readers; no public offers surface exists
pharmacy,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:344; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
pharmacy,media,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:344); nothing renders. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
petCare,catalog,no,yes,0,no,yes,no,,In sector default bundle at sectors.ts:357; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
petCare,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
petCare,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
petCare,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
petCare,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
petCare,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: in-store only; correctly has no public surface
petCare,appointments,yes,no,4,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:357. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
petCare,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
petCare,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
petCare,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
petCare,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
petCare,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
petCare,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
petCare,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
petCare,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
